4.06358 0.000020.001331 0.00000
4.08348 0.000020.001297 0.00000
4.10338 0.000020.001263 0.00000
4.12328 0.000020.001231 0.00000
4.14318 0.000020.001200 0.00000
4.16308 0.000020.001169 0.00000
4.18298 0.000020.001140 0.00000
4.20288 0.000020.001111 0.00000
4.22278 0.000020.001083 0.00000
4.24268 0.000020.001056 0.00000
4.26258 0.000020.001030 0.00000
4.28248 0.000020.001004 0.00000
4.30238 0.000020.000979 0.00000
4.32228 0.000020.000955 0.00000
4.34218 0.000020.000932 0.00000
4.36208 0.000020.000909 0.00000
4.38198 0.000020.000887 0.00000
4.40188 0.000020.000865 0.00000
4.42178 0.000020.000844 0.00000
4.44168 0.000020.000824 0.00000
4.46158 0.000020.000804 0.00000
4.48148 0.000020.000785 0.00000
4.50138 0.000020.000766 0.00000
4.52128 0.000020.000748 0.00000
4.54118 0.000020.000730 0.00000
4.56108 0.000020.000713 0.00000
4.58098 0.000020.000696 0.00000
4.60088 0.000020.000680 0.00000
4.62078 0.000020.000664 0.00000
4.64068 0.000020.000649 0.00000
4.66058 0.000020.000634 0.00000
4.68048 0.000020.000619 0.00000
4.70038 0.000020.000605 0.00000
4.72028 0.000020.000591 0.00000
4.74018 0.000020.000577 0.00000
4.76008 0.000020.000564 0.00000
4.77998 0.000020.000551 0.00000
4.79988 0.000020.000539 0.00000
4.81978 0.000020.000527 0.00000
4.83968 0.000020.000515 0.00000
4.85958 0.000020.000503 0.00000
4.87948 0.000020.000492 0.00000
4.89938 0.000020.000481 0.00000
4.91928 0.000020.000470 0.00000
4.93918 0.000020.000460 0.00000
4.95908 0.000020.000450 0.00000
4.97898 0.000020.000440 0.00000
4.99888 0.000020.000430 0.00000
5.01878 0.000020.000421 0.00000
5.03868 0.000020.000412 0.00000
5.05858 0.000020.000403 0.00000
5.07848 0.000020.000394 0.00000
5.09838 0.000020.000386 0.00000
5.11828 0.000020.000378 0.00000
5.13818 0.000020.000369 0.00000
5.15808 0.000020.000362 0.00000
5.17798 0.000020.000354 0.00000
5.19788 0.000020.000346 0.00000
5.21778 0.000020.000339 0.00000
5.23768 0.000020.000332 0.00000
5.25758 0.000020.000325 0.00000
5.27748 0.000020.000318 0.00000
5.29738 0.000020.000312 0.00000
5.31728 0.000020.000305 0.00000
5.33718 0.000020.000299 0.00000
5.35708 0.000020.000293 0.00000
5.37698 0.000020.000287 0.00000
5.39688 0.000020.000281 0.00000
5.41678 0.000020.000275 0.00000
5.43668 0.000020.000269 0.00000
5.45658 0.000020.000264 0.00000
5.47648 0.000020.000259 0.00000
5.49638 0.000020.000253 0.00000
5.51628 0.000020.000248 0.00000
5.53618 0.000020.000243 0.00000
5.55608 0.000020.000238 0.00000
5.57598 0.000020.000234 0.00000
5.59588 0.000020.000229 0.00000
5.61578 0.000020.000225 0.00000
5.63568 0.000020.000220 0.00000
5.65558 0.000020.000216 0.00000
5.67548 0.000020.000212 0.00000
5.69538 0.000020.000207 0.00000
5.71528 0.000020.000203 0.00000
5.73518 0.000020.000199 0.00000
5.75508 0.000020.000196 0.00000
5.77498 0.000020.000192 0.00000
5.79488 0.000020.000188 0.00000
5.81478 0.000020.000184 0.00000
5.83468 0.000020.000181 0.00000
5.85458 0.000020.000177 0.00000
5.87448 0.000020.000174 0.00000
5.89438 0.000020.000171 0.00000
5.91428 0.000020.000168 0.00000
5.93418 0.000020.000164 0.00000
5.95408 0.000020.000161 0.00000
5.97398 0.000020.000158 0.00000
5.99388 0.000020.000155 0.00000
6.01378 0.000020.000152 0.00000
6.03368 0.000020.000150 0.00000
6.05358 0.000020.000147 0.00000
6.07348 0.000020.000144 0.00000
6.09338 0.000020.000141 0.00000
6.11328 0.000020.000139 0.00000
6.13318 0.000020.000136 0.00000
6.15308 0.000020.000134 0.00000
6.17298 0.000020.000131 0.00000
6.19288 0.000020.000129 0.00000
6.21278 0.000020.000127 0.00000
6.23268 0.000020.000124 0.00000
6.25258 0.000020.000122 0.00000
6.27248 0.000020.000120 0.00000
6.29238 0.000020.000118 0.00000
6.31228 0.000020.000116 0.00000
6.33218 0.000020.000114 0.00000
6.35208 0.000020.000112 0.00000
6.37198 0.000020.000110 0.00000
6.39188 0.000020.000108 0.00000
6.41178 0.000020.000106 0.00000
6.43168 0.000020.000104 0.00000
6.45158 0.000020.000102 0.00000
6.47148 0.000020.000100 0.00000
6.49138 0.000020.000099 0.00000
6.51128 0.000020.000097 0.00000
6.53118 0.000020.000095 0.00000
6.55108 0.000020.000094 0.00000
6.57098 0.000020.000092 0.00000
6.59088 0.000030.000090 0.00000
6.61078 0.000030.000089 0.00000
6.63068 0.000030.000087 0.00000
6.65058 0.000030.000086 0.00000
6.67048 0.000030.000084 0.00000
6.69038 0.000030.000083 0.00000
6.71028 0.000030.000082 0.00000
6.73018 0.000030.000080 0.00000
6.75008 0.000030.000079 0.00000
6.76998 0.000030.000077 0.00000
6.78988 0.000030.000076 0.00000
6.80978 0.000030.000075 0.00000
6.82968 0.000030.000074 0.00000
6.84958 0.000030.000072 0.00000
6.86948 0.000030.000071 0.00000
6.88938 0.000030.000070 0.00000
6.90928 0.000030.000069 0.00000
6.92918 0.000030.000068 0.00000
6.94908 0.000030.000067 0.00000
6.96898 0.000030.000066 0.00000
6.98888 0.000030.000065 0.00000
7.00878 0.000030.000063 0.00000
7.02868 0.000030.000062 0.00000
7.04858 0.000030.000061 0.00000
7.06848 0.000030.000060 0.00000
7.08838 0.000030.000059 0.00000
7.10828 0.000030.000059 0.00000
7.12818 0.000030.000058 0.00000
7.14808 0.000030.000057 0.00000
7.16798 0.000030.000056 0.00000
7.18788 0.000030.000055 0.00000
7.20778 0.000030.000054 0.00000
7.22768 0.000030.000053 0.00000
7.24758 0.000030.000052 0.00000
7.26748 0.000030.000051 0.00000
7.28738 0.000030.000051 0.00000
7.30728 0.000030.000050 0.00000
7.32718 0.000030.000049 0.00000
7.34708 0.000030.000048 0.00000
7.36698 0.000030.000048 0.00000
7.38688 0.000030.000047 0.00000
7.40678 0.000030.000046 0.00000
7.42668 0.000030.000045 0.00000
7.44658 0.000030.000045 0.00000
7.46648 0.000030.000044 0.00000
7.48638 0.000030.000043 0.00000
7.50628 0.000030.000043 0.00000
7.52618 0.000030.000042 0.00000
7.54608 0.000030.000041 0.00000
7.56598 0.000030.000041 0.00000
7.58588 0.000030.000040 0.00000
7.60578 0.000030.000040 0.00000
7.62568 0.000030.000039 0.00000
7.64558 0.000030.000038 0.00000
7.66548 0.000030.000038 0.00000
7.68538 0.000030.000037 0.00000
7.70528 0.000030.000037 0.00000
7.72518 0.000030.000036 0.00000
7.74508 0.000020.000036 0.00000
7.76498 0.000020.000035 0.00000
7.78488 0.000020.000035 0.00000
7.80478 0.000020.000034 0.00000
7.82468 0.000020.000034 0.00000
7.84458 0.000020.000033 0.00000
7.86448 0.000020.000033 0.00000
7.88438 0.000020.000032 0.00000
7.90428 0.000020.000032 0.00000
7.92418 0.000020.000031 0.00000
7.94408 0.000020.000031 0.00000
7.96398 0.000020.000030 0.00000
7.98388 0.000020.000030 0.00000
8.00378 0.000020.000029 0.00000
8.02368 0.000020.000029 0.00000
8.04358 0.000020.000029 0.00000
8.06348 0.000020.000028 0.00000
8.08338 0.000020.000028 0.00000
8.10328 0.000020.000027 0.00000
8.12318 0.000020.000027 0.00000
8.14308 0.000020.000027 0.00000
8.16298 0.000020.000026 0.00000
8.18288 0.000020.000026 0.00000
8.20278 0.000020.000026 0.00000
8.22268 0.000020.000025 0.00000
8.24258 0.000020.000025 0.00000
8.26248 0.000020.000024 0.00000
8.28238 0.000020.000024 0.00000
8.30228 0.000010.000024 0.00000
8.32218 0.000010.000023 0.00000
8.34208 0.000010.000023 0.00000
8.36198 0.000010.000023 0.00000
8.38188 0.000010.000022 0.00000
8.40178 0.000010.000022 0.00000
8.42168 0.000010.000022 0.00000
8.44158 0.000010.000022 0.00000
8.46148 0.000010.000021 0.00000
8.48138 0.000010.000021 0.00000
8.50128 0.000010.000021 0.00000
8.52118 0.000010.000020 0.00000
8.54108 0.000010.000020 0.00000
8.56098 0.000010.000020 0.00000
8.58088 0.000010.000020 0.00000
8.60078 0.000010.000019 0.00000
8.62068 0.000010.000019 0.00000
8.64058 0.000010.000019 0.00000
8.66048 0.000010.000019 0.00000
8.68038 0.000010.000018 0.00000
8.70028 0.000010.000018 0.00000
8.72018 0.000010.000018 0.00000
8.74008 0.000010.000018 0.00000
8.75998 0.000010.000017 0.00000
8.77988 0.000010.000017 0.00000
8.79978 0.000010.000017 0.00000
8.81968 0.000010.000017 0.00000
8.83958 0.000010.000016 0.00000
8.85948 0.000010.000016 0.00000
8.87938 0.000010.000016 0.00000
8.89928 0.000010.000016 0.00000
8.91918 0.000010.000016 0.00000
8.93908 0.000010.000015 0.00000
8.95898 0.000010.000015 0.00000
8.97888 0.000010.000015 0.00000
8.99878 0.000010.000015 0.00000
9.01868 0.000010.000015 0.00000
9.03858 0.000010.000014 0.00000
9.05848 0.000010.000014 0.00000
9.07838 0.000010.000014 0.00000
9.09828 0.000010.000014 0.00000
9.11818 0.000010.000014 0.00000
9.13808 0.000010.000014 0.00000
9.15798 0.000010.000013 0.00000
9.17788 0.000010.000013 0.00000
9.19778 0.000010.000013 0.00000
9.21768 0.000010.000013 0.00000
9.23758 0.000010.000013 0.00000
9.25748 0.000010.000013 0.00000
9.27738 0.000010.000012 0.00000
9.29728 0.000010.000012 0.00000
9.31718 0.000010.000012 0.00000
9.33708 0.000010.000012 0.00000
9.35698 0.000010.000012 0.00000
9.37688 0.000010.000012 0.00000
9.39678 0.000010.000012 0.00000
9.41668 0.000010.000011 0.00000
9.43658 0.000010.000011 0.00000
9.45648 0.000010.000011 0.00000
9.47638 0.000010.000011 0.00000
9.49628 0.000010.000011 0.00000
9.51618 0.000010.000011 0.00000
9.53608 0.000010.000011 0.00000
9.55598 0.000010.000010 0.00000
9.57588 0.000010.000010 0.00000
9.59578 0.000010.000010 0.00000
9.61568 0.000010.000010 0.00000
9.63558 0.000010.000010 0.00000
9.65548 0.000010.000010 0.00000
9.67538 0.000010.000010 0.00000
9.69528 0.000010.000010 0.00000
9.71518 0.000010.000009 0.00000
9.73508 0.000010.000009 0.00000
9.75498 0.000010.000009 0.00000
9.77488 0.000010.000009 0.00000
9.79478 0.000010.000009 0.00000
9.81468 0.000010.000009 0.00000
9.83458 0.000010.000009 0.00000
9.85448 0.000010.000009 0.00000
9.87438 0.000010.000009 0.00000
9.89428 0.000010.000009 0.00000
9.91418 0.000010.000008 0.00000
9.93408 0.000010.000008 0.00000
9.95398 0.000010.000008 0.00000
9.97388 0.000010.000008 0.00000
9.99378 0.000010.000008 0.00000
10.01368 0.000010.000008 0.00000
10.03358 0.000010.000008 0.00000
10.05348 0.000010.000008 0.00000
10.07338 0.000010.000008 0.00000
10.09328 0.000010.000008 0.00000
10.11318 0.000010.000007 0.00000
10.13308 0.000000.000007 0.00000
10.15298 0.000000.000007 0.00000
10.17288 0.000000.000007 0.00000
10.19278 0.000000.000007 0.00000
10.21268 0.000000.000007 0.00000
10.23258 0.000000.000007 0.00000
10.25248 0.000000.000007 0.00000
10.27238 0.000000.000007 0.00000
10.29228 0.000000.000007 0.00000
10.31218 0.000000.000007 0.00000
10.33208 0.000000.000007 0.00000
10.35198 0.000000.000007 0.00000
10.37188 0.000000.000006 0.00000
10.39178 0.000000.000006 0.00000
10.41168 0.000000.000006 0.00000
10.43158 0.000000.000006 0.00000
10.45148 0.000000.000006 0.00000
10.47138 0.000000.000006 0.00000
10.49128 0.000000.000006 0.00000
10.51118 0.000000.000006 0.00000
10.53108 0.000000.000006 0.00000
10.55098 0.000000.000006 0.00000
10.57088 0.000000.000006 0.00000
10.59078 0.000000.000006 0.00000
10.61068 0.000000.000006 0.00000
10.63058 0.000000.000006 0.00000
10.65048 0.000000.000006 0.00000
10.67038 0.000000.000005 0.00000
10.69028 0.000000.000005 0.00000
10.71018 0.000000.000005 0.00000
10.73008 0.000000.000005 0.00000
10.74998 0.000000.000005 0.00000
10.76988 0.000000.000005 0.00000
10.78978 0.000000.000005 0.00000
10.80968 0.000000.000005 0.00000
10.82958 0.000000.000005 0.00000
10.84948 0.000000.000005 0.00000
10.86938 0.000000.000005 0.00000
10.88928 0.000000.000005 0.00000
10.90918 0.000000.000005 0.00000
10.92908 0.000000.000005 0.00000
10.94898 0.000000.000005 0.00000
10.96888 0.000000.000005 0.00000
10.98878 0.000000.000005 0.00000
11.00868 0.000000.000005 0.00000
11.02858 0.000000.000004 0.00000
11.04848 0.000000.000004 0.00000
11.06838 0.000000.000004 0.00000
11.08828 0.000000.000004 0.00000
11.10818 0.000000.000004 0.00000
11.12808 0.000000.000004 0.00000
11.14798 0.000000.000004 0.00000
11.16788 0.000000.000004 0.00000
11.18778 0.000000.000004 0.00000
11.20768 0.000000.000004 0.00000
11.22758 0.000000.000004 0.00000
11.24748 0.000000.000004 0.00000
11.26738 0.000000.000004 0.00000
11.28728 0.000000.000004 0.00000
11.30718 0.000000.000004 0.00000
11.32708 0.000000.000004 0.00000
11.34698 0.000000.000004 0.00000
11.36688 0.000000.000004 0.00000
11.38678 0.000010.000004 0.00000
11.40668 0.000010.000004 0.00000
11.42658 0.000010.000004 0.00000
11.44648 0.000010.000004 0.00000
11.46638 0.000010.000004 0.00000
11.48628 0.000010.000004 0.00000
11.50618 0.000010.000003 0.00000
11.52608 0.000010.000003 0.00000
11.54598 0.000010.000003 0.00000
11.56588 0.000010.000003 0.00000
11.58578 0.000010.000003 0.00000
11.60568 0.000010.000003 0.00000
11.62558 0.000010.000003 0.00000
11.64548 0.000010.000003 0.00000
11.66538 0.000010.000003 0.00000
11.68528 0.000010.000003 0.00000
11.70518 0.000010.000003 0.00000
11.72508 0.000010.000003 0.00000
11.74498 0.000010.000003 0.00000
11.76488 0.000010.000003 0.00000
11.78478 0.000010.000003 0.00000
11.80468 0.000010.000003 0.00000
11.82458 0.000010.000003 0.00000
11.84448 0.000010.000003 0.00000
11.86438 0.000010.000003 0.00000
11.88428 0.000010.000003 0.00000
11.90418 0.000010.000003 0.00000
11.92408 0.000010.000003 0.00000
